college_x,height_x,position_x,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg,salary,season,draft_round,draft_pick
Baylor University,74.0,G,0.0,0.0,0.0,18.2,0.512,9.3,0.723,5.8,4.2,54.0,22.8,1588125.0,1984,1,7
Saint Joseph's University,78.0,F,3.8,0.312,1.2,12.6,0.457,5.7,0.628,4.9,3.1,101.0,15.7,1588245.8400000003,2016,1,21
Syracuse University,81.0,F,0.3,0.25,0.1,10.6,0.536,5.7,0.659,5.9,3.9,135.0,15.4,1590175.0799999998,2005,1,19
Rutgers University,75.0,G,6.8,0.389,2.6,14.1,0.43200000000000005,6.1,0.82,3.6,2.9,95.0,17.8,1595823.12,2006,1,19
George Washington University,84.0,C,0.0,0.0,0.0,9.8,0.544,5.3,0.529,6.1,3.2,60.0,13.8,1598960.0000000002,1994,1,14
"University of South Alabama, Iowa State University",83.0,C,0.0,0.0,0.0,7.9,0.434,3.4,0.584,3.8,2.2,79.0,9.1,1599783.24,1997,1,15
Georgia Institute of Technology,77.0,G,3.2,0.35600000000000004,1.1,11.0,0.45,4.9,0.7829999999999999,4.3,3.4,32.0,14.4,1600074.0000000002,2007,1,19
University of Utah,77.0,G,1.9,0.299,0.6,9.3,0.535,5.0,0.8140000000000001,5.5,4.5,68.0,15.0,1601430.96,2015,1,20
Wake Forest University,74.0,G,3.0,0.42100000000000004,1.3,11.2,0.462,5.2,0.812,5.9,4.8,61.0,16.4,1601944.0799999998,2009,1,19
"University of Nevada, Las Vegas",81.0,F-C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1603700.0,1987,1,2
North Carolina State University,81.0,F-C,0.0,0.0,0.0,8.9,0.591,5.3,0.677,6.3,4.3,31.0,14.8,1610000.2799999998,2008,1,19
"Alcorn State University, Jackson State University",74.0,G,7.1,0.353,2.5,17.8,0.409,7.3,0.7090000000000001,4.3,3.0,119.0,20.1,1614580.0,1993,1,10
Xavier University,81.0,F-C,0.4,0.327,0.1,10.8,0.531,5.8,0.757,6.9,5.3,126.0,16.9,1619583.3599999999,2003,1,18
Oklahoma State University,79.0,F,2.7,0.37200000000000005,1.0,9.8,0.486,4.8,0.731,3.6,2.6,129.0,13.2,1620677.76,2000,1,17
University of Texas at Austin,74.0,G,5.4,0.37,2.0,13.8,0.442,6.1,0.746,5.6,4.2,124.0,18.4,1620799.9999999998,1990,1,14
Georgia Institute of Technology,81.0,F,0.0,0.33299999999999996,0.0,12.2,0.5660000000000001,6.9,0.8009999999999999,3.8,3.0,123.0,16.9,1620799.9999999998,1990,1,9
University of Michigan,74.0,G,2.1,0.41100000000000003,0.9,9.8,0.528,5.2,0.6659999999999999,5.0,3.3,100.0,14.5,1620799.9999999998,1990,1,10
University of Tennessee,81.0,F,2.2,0.303,0.7,11.8,0.46,5.4,0.753,5.0,3.8,34.0,15.3,1633720.3200000003,2011,1,19
Michigan State University,76.0,G,5.6,0.376,2.1,11.4,0.44,5.0,0.7879999999999999,3.5,2.7,69.0,14.9,1637697.6,2014,1,19
"University of Kentucky, Villanova University",82.0,F-C,0.3,0.353,0.1,6.5,0.677,4.4,0.541,3.6,1.9,100.0,10.9,1638150.4800000002,2001,1,17
University of Utah,83.0,C,0.4,0.40399999999999997,0.2,7.8,0.491,3.9,0.784,4.5,3.5,133.0,11.4,1642200.0,1998,1,12
Duke University,83.0,C-F,0.8,0.33299999999999996,0.3,8.7,0.551,4.8,0.755,3.5,2.7,131.0,12.5,1644874.0,1995,1,12
Marquette University,81.0,F-C,0.0,0.0,0.0,13.4,0.494,6.6,0.759,3.2,2.4,60.0,15.7,1651650.0,1984,1,14
Syracuse University,82.0,F,3.5,0.4,1.4,8.2,0.47600000000000003,3.9,0.809,2.9,2.4,71.0,11.6,1652094.24,2017,1,24
University of Michigan,79.0,G-F,3.2,0.401,1.3,8.2,0.434,3.6,0.77,2.6,2.0,103.0,10.4,1654454.5200000003,2016,1,20
University of Kentucky,81.0,F,1.7,0.32799999999999996,0.6,10.8,0.467,5.0,0.638,5.3,3.4,76.0,14.0,1657259.9999999998,2012,1,18
University of Kentucky,73.0,G,3.5,0.38299999999999995,1.3,8.4,0.462,3.9,0.667,3.3,2.2,37.0,11.3,1658745.0,2010,1,18
University of Oklahoma,78.0,G-F,0.0,0.0,0.0,11.0,0.509,5.6,0.787,2.7,2.2,72.0,13.4,1659600.0,1992,3,66
University of Central Arkansas,80.0,F-G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660975.0,1987,1,5
University of Maryland,75.0,G,4.4,0.389,1.7,12.1,0.46799999999999997,5.7,0.85,3.6,3.0,141.0,16.1,1662463.2000000002,2002,1,17
"University of Portland, University of Nevada, Las Vegas",72.0,G,3.3,0.379,1.2,9.7,0.43700000000000006,4.3,0.7070000000000001,4.0,2.8,138.0,12.6,1662530.0,1991,1,12
St. John's University,78.0,F,3.8,0.355,1.3,10.9,0.445,4.9,0.589,3.6,2.1,69.0,13.1,1663910.16,1999,1,16
University of Notre Dame,76.0,G,4.4,0.345,1.5,10.7,0.436,4.7,0.79,4.8,3.8,119.0,14.6,1668273.96,2015,1,19
University of Michigan,81.0,F,0.0,0.33299999999999996,0.0,7.5,0.617,4.6,0.752,2.1,1.6,134.0,10.8,1671449.9999999998,1990,1,13
University of Nebraska,79.0,G-F,4.6,0.358,1.6,11.7,0.47100000000000003,5.5,0.777,4.0,3.1,123.0,15.7,1672825.0000000002,1994,1,15
DePaul University,83.0,C,0.0,0.0,0.0,14.5,0.49200000000000005,7.1,0.741,3.9,2.9,111.0,17.1,1677060.0,1984,1,18
University of North Carolina,71.0,G,2.6,0.40299999999999997,1.1,8.5,0.517,4.4,0.78,4.1,3.2,105.0,13.1,1677512.5399999998,2009,1,18
University of Miami,71.0,G,4.0,0.375,1.5,8.6,0.43799999999999994,3.8,0.8079999999999999,2.7,2.2,68.0,11.2,1681434.2400000002,2013,1,18
University of Southern California,77.0,G,5.5,0.36700000000000005,2.0,17.5,0.45299999999999996,7.9,0.8140000000000001,6.9,5.6,87.0,23.5,1681728.0,1992,1,12
"University of Nevada, Las Vegas",80.0,F-G,1.6,0.42,0.7,9.4,0.555,5.2,0.677,4.1,2.8,145.0,13.9,1681750.0,1991,1,9
University of Michigan,81.0,F,0.2,0.313,0.1,10.8,0.49700000000000005,5.4,0.642,3.2,2.1,98.0,12.9,1683931.8,1997,1,14
"University of Nevada, Reno",84.0,C,0.7,0.35600000000000004,0.2,6.5,0.542,3.5,0.514,2.7,1.4,66.0,8.7,1686002.64,2008,1,18
University of Michigan,80.0,G-F,3.6,0.336,1.2,13.3,0.46399999999999997,6.2,0.738,5.4,4.0,102.0,17.5,1694550.0000000002,1994,1,13
University of North Carolina,78.0,G-F,0.0,0.0,0.0,11.9,0.531,6.3,0.773,3.9,3.0,119.0,15.7,1702470.0,1984,1,5
Florida State University,80.0,F,3.3,0.33,1.1,8.4,0.419,3.5,0.5920000000000001,3.5,2.1,95.0,10.3,1710720.0000000002,2011,1,18
Central Michigan University,80.0,F-C,0.0,0.0,0.0,12.7,0.542,6.9,0.631,4.7,3.0,79.0,16.7,1712634.0,1984,2,28
Syracuse University,75.0,G,2.5,0.353,0.9,10.6,0.41100000000000003,4.4,0.765,4.4,3.4,34.0,12.9,1714796.1600000001,2014,1,18
Guilford College,74.0,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1715175.0,1984,2,23
Ball State University,77.0,G-F,3.8,0.325,1.2,16.4,0.48,7.9,0.6809999999999999,6.5,4.5,116.0,21.4,1720400.0,1998,1,11
Indiana University,80.0,F,1.5,0.365,0.5,4.8,0.563,2.7,0.522,1.8,0.9,50.0,6.8,1720879.2,2017,1,23
Clemson University,85.0,C,0.0,0.0,0.0,10.8,0.539,5.8,0.606,2.7,1.6,110.0,13.3,1722798.0,1984,1,14
Florida State University,77.0,G,4.2,0.387,1.6,11.6,0.47100000000000003,5.4,0.813,3.8,3.1,34.0,15.6,1723331.8800000004,2016,1,19
Indiana University,81.0,F,0.7,0.366,0.3,12.0,0.473,5.7,0.7170000000000001,4.2,3.0,96.0,14.6,1724230.8000000003,2001,1,16
Ohio University,80.0,F,0.7,0.24600000000000002,0.2,14.9,0.573,8.6,0.687,7.8,5.4,93.0,22.7,1731268.0,1995,1,11
University of North Carolina,84.0,F-C,0.0,0.0,0.0,8.6,0.5429999999999999,4.7,0.775,4.5,3.5,117.0,12.8,1744441.92,2012,1,17
University of Wisconsin,81.0,F,3.6,0.348,1.3,9.0,0.493,4.4,0.695,2.8,2.0,113.0,12.1,1746830.4,2015,1,18
"Bradley University, University of New Mexico",81.0,F,2.2,0.366,0.8,11.2,0.496,5.6,0.753,6.3,4.7,95.0,16.7,1752844.68,2005,1,17
University of Memphis,81.0,F,4.3,0.312,1.3,10.4,0.41600000000000004,4.3,0.7859999999999999,4.0,3.2,36.0,13.2,1758939.36,2006,1,17
Wright State University,82.0,C,0.1,0.16699999999999998,0.0,12.1,0.603,7.3,0.725,7.2,5.2,56.0,19.9,1760064.0000000002,1996,1,12
Boston College,82.0,C-F,0.0,0.0,0.0,3.5,0.5770000000000001,2.0,0.605,2.4,1.5,69.0,5.5,1763667.0000000002,2007,1,17
"University of California, Los Angeles",76.0,G,2.5,0.307,0.8,7.1,0.45,3.2,0.726,1.8,1.3,35.0,8.5,1765650.48,2009,1,17
Marist College,88.0,C,0.0,0.0,0.0,11.6,0.609,7.1,0.693,5.8,4.0,107.0,18.2,1768000.0,1988,1,2
"Ohio State University, University of Kentucky",77.0,G,2.5,0.364,0.9,8.5,0.48200000000000004,4.1,0.805,4.0,3.2,99.0,12.4,1772691.24,1997,1,13
Georgetown University,86.0,C,0.0,1.0,0.0,7.0,0.603,4.2,0.68,3.5,2.4,136.0,10.9,1774599.3999999997,2008,1,17
University of Notre Dame,78.0,F-G,0.0,0.0,0.0,10.3,0.5479999999999999,5.6,0.7979999999999999,5.2,4.1,112.0,15.3,1778700.0,1984,1,12
University of Missouri,73.0,G,0.0,0.0,0.0,9.9,0.479,4.8,0.745,3.3,2.5,117.0,12.0,1778700.0,1984,1,17
Duke University,83.0,F,2.1,0.379,0.8,5.4,0.46,2.5,0.805,2.2,1.7,126.0,7.5,1778700.0,2014,2,48
Centenary College of Louisiana,84.0,C,0.0,0.0,0.0,17.0,0.564,9.6,0.655,3.8,2.5,108.0,21.6,1778700.0,1984,1,8
North Carolina State University,83.0,C,0.0,0.0,0.0,12.1,0.55,6.7,0.634,4.9,3.1,41.0,16.4,1780565.2,1987,1,3
University of Texas at Austin,82.0,F-C,0.2,0.0,0.0,9.6,0.5660000000000001,5.4,0.564,4.5,2.5,33.0,13.4,1792551.12,2017,1,22
Boston College,73.0,G,6.6,0.37200000000000005,2.5,14.7,0.424,6.2,0.868,7.6,6.6,122.0,21.6,1794474.24,2003,1,16
"Indiana University, Georgia Institute of Technology",84.0,C,1.9,0.369,0.7,10.8,0.45799999999999996,4.9,0.711,4.6,3.3,97.0,13.9,1795666.08,2000,1,15
University of Louisiana at Monroe,78.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1799028.0,1984,1,8
Georgia Institute of Technology,77.0,G,4.0,0.305,1.2,10.6,0.396,4.2,0.738,4.1,3.1,92.0,12.7,1800714.2400000002,2011,1,17
Marquette University,83.0,F,3.2,0.28800000000000003,0.9,13.2,0.446,5.9,0.7490000000000001,5.8,4.3,33.0,17.0,1804663.0800000003,2016,1,18
Texas Christian University,81.0,F,0.7,0.25,0.2,12.7,0.524,6.6,0.682,5.7,3.9,87.0,17.4,1814274.0,1995,1,10
DePaul University,84.0,C,0.0,0.0,0.0,6.8,0.586,4.0,0.6,3.2,1.9,63.0,9.9,1815035.0400000003,2001,1,15
University of Kansas,79.0,F-G,2.8,0.355,1.0,12.4,0.48100000000000004,6.0,0.6970000000000001,4.9,3.4,108.0,16.4,1822060.0,1998,1,10
"University of Nevada, Reno",78.0,G,4.1,0.31,1.3,13.3,0.426,5.7,0.677,6.0,4.1,84.0,16.7,1824895.8,2004,1,16
"University of Nevada, Reno",81.0,F,2.6,0.42100000000000004,1.1,13.6,0.48,6.5,0.893,5.8,5.2,68.0,19.4,1837956.48,2010,1,16
University of Alabama,81.0,F,2.6,0.371,1.0,9.3,0.45799999999999996,4.3,0.742,3.2,2.4,134.0,11.9,1838468.0,1992,1,11
"University of Nevada, Las Vegas",78.0,G,6.1,0.38299999999999995,2.3,14.3,0.439,6.3,0.6940000000000001,4.3,3.0,23.0,17.8,1838755.44,2015,1,17
Duke University,74.0,G,4.0,0.369,1.5,8.7,0.47,4.1,0.784,2.8,2.2,74.0,11.9,1843837.3199999998,1999,1,14
Stanford University,81.0,F,0.1,0.467,0.1,11.1,0.6,6.6,0.736,7.1,5.2,125.0,18.6,1844000.0,1992,1,10
"University of Central Florida, Oklahoma State University",79.0,F,1.5,0.37799999999999995,0.6,8.8,0.527,4.7,0.809,3.9,3.1,128.0,13.0,1845183.5999999999,2005,1,16
University of Memphis,79.0,F,6.0,0.36200000000000004,2.2,11.9,0.415,5.0,0.7170000000000001,3.1,2.2,133.0,14.3,1851531.36,2006,1,16
North Carolina State University,83.0,C,0.5,0.309,0.1,10.2,0.498,5.1,0.8,4.3,3.5,115.0,13.8,1854000.0000000002,1996,1,11
University of Southern California,74.0,G,0.0,0.0,0.0,14.4,0.469,6.7,0.7070000000000001,3.6,2.6,82.0,16.1,1854930.0,1984,2,20
University of Southern California,79.0,G-F,2.7,0.368,1.0,11.9,0.484,5.8,0.764,3.9,3.0,96.0,15.5,1856593.8,2007,1,16
Wake Forest University,81.0,F,2.8,0.29600000000000004,0.8,11.2,0.515,5.8,0.693,3.6,2.5,61.0,14.8,1858697.2799999998,2009,1,16
Temple University,77.0,G,5.2,0.374,2.0,18.4,0.423,7.8,0.779,4.1,3.2,126.0,20.7,1864340.0,1991,1,8
Providence College,81.0,F,3.6,0.34,1.2,9.3,0.44,4.1,0.843,3.8,3.2,121.0,12.6,1865869.44,1997,1,12
University of Florida,82.0,C-F,0.0,0.0,0.0,6.2,0.633,4.0,0.688,2.3,1.6,69.0,9.5,1868088.5999999999,2008,1,16
Seton Hall University,74.0,G,6.3,0.389,2.5,13.9,0.442,6.1,0.8220000000000001,5.8,4.8,128.0,19.5,1879500.0,1993,1,13
Iowa State University,80.0,F,0.4,0.33299999999999996,0.1,9.6,0.534,5.1,0.498,6.0,3.0,34.0,13.4,1881111.12,2013,1,16
La Salle University,79.0,F,1.0,0.415,0.4,18.9,0.501,9.5,0.722,7.1,5.1,131.0,24.6,1884179.9999999998,1990,1,7
University of Louisville,78.0,G,4.7,0.38299999999999995,1.8,11.2,0.452,5.1,0.75,4.9,3.6,125.0,15.6,1888955.5199999998,2003,1,15
Michigan State University,74.0,G,3.7,0.313,1.2,10.8,0.406,4.4,0.738,3.5,2.6,123.0,12.5,1890127.2,2000,1,14
University of Southern California,84.0,C,1.4,0.303,0.4,8.3,0.509,4.2,0.746,2.9,2.2,87.0,11.1,1895500.8000000003,2011,1,16
Florida State University,78.0,G-F,5.2,0.436,2.3,9.8,0.46,4.5,0.778,3.5,2.7,117.0,13.5,1904439.9999999998,1990,1,7
Indiana University,73.0,G,0.0,0.0,0.0,10.9,0.534,5.8,0.7559999999999999,5.0,3.7,63.0,15.4,1905750.0,1984,1,2
University of Minnesota,82.0,C-F,0.0,0.0,0.0,15.1,0.5670000000000001,8.6,0.6920000000000001,5.2,3.6,96.0,20.8,1905750.0,1984,1,1
University of Notre Dame,83.0,F-C,2.0,0.335,0.7,14.6,0.496,7.2,0.777,8.0,6.2,94.0,21.4,1910563.2000000002,2001,1,14
"University of California, Los Angeles",80.0,F,0.0,0.0,0.0,8.3,0.57,4.7,0.7759999999999999,3.5,2.7,113.0,12.2,1918455.0,1984,1,11
"University of California, Los Angeles",80.0,F,2.0,0.39399999999999996,0.8,11.3,0.513,5.8,0.7390000000000001,4.3,3.1,117.0,15.5,1919302.0,1995,1,9
Central Connecticut State University,87.0,C,0.6,0.233,0.1,8.9,0.5329999999999999,4.7,0.601,3.9,2.3,54.0,11.9,1921200.0,1997,0,0
"University of Southern California, Loyola Marymount University",76.0,G,6.4,0.40700000000000003,2.6,17.3,0.484,8.4,0.8220000000000001,4.8,3.9,104.0,22.6,1924699.9999999998,1990,1,8
St. John's University,81.0,F-G,2.5,0.215,0.5,13.3,0.452,6.0,0.6759999999999999,4.3,2.9,32.0,15.5,1932867.3599999999,2012,1,15
Purdue University,84.0,C-F,0.0,0.0,0.0,13.0,0.546,7.1,0.6509999999999999,5.3,3.5,123.0,17.7,1934400.0000000002,1985,1,1
Virginia Commonwealth University,83.0,C-F,0.2,0.25,0.0,7.9,0.52,4.1,0.5770000000000001,3.6,2.1,101.0,10.3,1934599.32,2010,1,15
University of Louisville,74.0,G,3.5,0.331,1.2,10.3,0.408,4.2,0.772,3.1,2.4,73.0,12.0,1935645.96,2015,1,16
University of Oregon,76.0,G-F,3.5,0.33799999999999997,1.2,9.2,0.48100000000000004,4.4,0.805,3.9,3.1,125.0,13.2,1938973.2000000002,2002,1,14
Duke University,78.0,F,2.2,0.345,0.7,6.7,0.525,3.5,0.716,4.0,2.8,39.0,10.6,1940735.4,1999,1,13
Texas A&M University,79.0,G-F,5.5,0.376,2.1,13.0,0.41200000000000003,5.4,0.648,4.0,2.6,87.0,15.4,1942147.44,2005,1,15
North Carolina State University,81.0,F,0.1,0.5,0.0,4.8,0.565,2.7,0.652,3.5,2.3,63.0,7.7,1948907.28,2006,1,15
Mississippi State University,83.0,C,0.0,0.0,0.0,8.8,0.5870000000000001,5.2,0.5660000000000001,5.1,2.9,93.0,13.2,1951232.0000000002,1996,1,10
Eastern Washington University,77.0,G,5.2,0.317,1.7,17.1,0.47200000000000003,8.1,0.8059999999999999,8.1,6.5,59.0,24.4,1954152.0000000002,2007,1,15
Gonzaga University,83.0,F,2.2,0.42200000000000004,0.9,8.6,0.47700000000000004,4.1,0.79,3.1,2.5,67.0,11.6,1956361.44,2009,1,15
"University of Michigan, San Jose State University",78.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964234.88,1997,1,11
Stanford University,84.0,C,0.0,0.5,0.0,6.9,0.511,3.5,0.612,3.1,1.9,67.0,9.0,1966324.9199999997,2008,1,15
"Trinity Valley Community College, University of Cincinnati",73.0,G,6.3,0.358,2.3,12.9,0.409,5.3,0.701,3.4,2.4,65.0,15.2,1969000.0,1993,2,37
University of North Carolina,80.0,F,0.2,0.344,0.1,9.8,0.519,5.1,0.6509999999999999,3.4,2.2,140.0,12.5,1969000.0,1993,1,12
University of Houston,84.0,C,0.0,0.0,0.0,8.3,0.639,5.3,0.555,4.8,2.7,100.0,13.3,1981980.0,1984,1,1
University of Oregon,74.0,G,5.4,0.389,2.1,10.5,0.429,4.5,0.8590000000000001,4.1,3.5,96.0,14.6,1988462.4,2003,1,14
"University of Virginia, California State University, Fresno",77.0,G,4.1,0.36200000000000004,1.5,15.8,0.456,7.2,0.767,3.9,3.0,112.0,18.9,1989655.2,2000,1,13
San Diego State University,79.0,F,2.3,0.25,0.6,12.0,0.449,5.4,0.7440000000000001,3.7,2.8,70.0,14.1,1995217.9200000002,2011,1,15
University of South Carolina,79.0,F,0.0,0.0,0.0,14.3,0.5379999999999999,7.7,0.667,3.5,2.4,111.0,17.8,2007390.0,1984,2,23
Auburn University,79.0,F,0.0,0.0,0.0,17.6,0.506,8.9,0.6809999999999999,3.8,2.6,104.0,20.4,2007390.0,1984,1,15
University of Arizona,79.0,F,1.9,0.368,0.7,8.1,0.49,4.0,0.718,3.5,2.5,84.0,11.2,2011165.2000000002,2001,1,13
University of Minnesota,81.0,F-C,1.7,0.34,0.6,17.2,0.444,7.6,0.742,7.9,5.9,29.0,21.7,2022111.0,2004,1,14
Xavier University,81.0,F,0.0,0.0,0.0,10.3,0.579,6.0,0.6920000000000001,5.7,4.0,126.0,15.9,2025999.9999999998,1990,1,11
Wake Forest University,82.0,F,0.0,0.0,0.0,8.2,0.601,4.9,0.7290000000000001,4.9,3.6,64.0,13.4,2026018.32,2017,1,19
University of Cincinnati,81.0,F-C,0.0,0.0,0.0,12.6,0.581,7.3,0.758,3.2,2.4,103.0,17.1,2032800.0,1984,3,59
DePaul University,78.0,F-G,0.0,0.0,0.0,18.2,0.546,9.9,0.768,6.8,5.2,87.0,25.1,2032800.0,1984,1,1
University of North Carolina,84.0,C,0.0,0.0,0.0,9.1,0.62,5.6,0.7,4.1,2.9,135.0,14.2,2033262.5,1987,1,1
University of North Carolina,83.0,C-F,0.2,0.20800000000000002,0.0,8.8,0.49700000000000005,4.4,0.484,3.2,1.6,109.0,10.3,2034780.4799999997,2012,1,14
University of Kentucky,81.0,F,0.8,0.32899999999999996,0.2,10.9,0.585,6.4,0.7340000000000001,4.3,3.2,97.0,16.1,2036603.76,2010,1,14
University of Tennessee,82.0,F,1.1,0.373,0.4,5.9,0.53,3.1,0.705,2.5,1.7,89.0,8.4,2041069.2000000002,2002,1,13
Barton County Community College,87.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2042996.16,1999,1,12
University of North Carolina,76.0,G,5.4,0.415,2.3,12.9,0.486,6.3,0.721,3.8,2.8,98.0,17.6,2044533.5999999999,2005,1,14
University of Arkansas,79.0,G-F,3.4,0.34,1.2,11.9,0.462,5.5,0.6709999999999999,5.4,3.6,90.0,15.7,2051684.4000000001,2006,1,14
University of Louisville,81.0,F,0.1,0.28600000000000003,0.0,9.7,0.57,5.5,0.568,5.6,3.2,50.0,14.3,2053408.0000000002,1996,1,9
Florida State University,80.0,F,1.2,0.43799999999999994,0.5,8.3,0.528,4.4,0.701,4.2,3.0,124.0,12.3,2057088.6,2007,1,14
University of Louisville,82.0,F,1.8,0.298,0.5,8.6,0.467,4.0,0.64,3.2,2.0,104.0,10.6,2059482.48,2009,1,14
"University of California, Los Angeles",78.0,F-G,3.3,0.377,1.3,14.3,0.44299999999999995,6.3,0.711,5.6,4.0,32.0,17.9,2064509.2800000003,2013,1,14
University of Cincinnati,79.0,F,0.0,0.0,0.0,11.6,0.565,6.6,0.743,7.7,5.7,100.0,18.8,2067595.44,1997,1,10
Louisiana State University,82.0,F,0.6,0.105,0.1,12.7,0.46399999999999997,5.9,0.693,5.4,3.7,31.0,15.6,2069938.0799999998,2008,1,14
Saint Louis University,77.0,G,4.5,0.29,1.3,16.9,0.415,7.0,0.6920000000000001,8.1,5.6,32.0,20.9,2080120.0,1998,1,8
Michigan State University,73.0,G,6.1,0.45399999999999996,2.8,15.1,0.484,7.3,0.857,4.6,3.9,119.0,21.3,2087008.0,1995,1,8
"University of Nevada, Las Vegas",74.0,G,3.1,0.33,1.0,12.2,0.495,6.0,0.731,6.8,5.0,63.0,18.1,2093162.4,2003,1,13
Syracuse University,81.0,F,0.0,0.0,0.0,6.8,0.6,4.1,0.598,4.8,2.9,122.0,11.0,2094431.04,2000,1,12
University of Kansas,81.0,F,1.1,0.358,0.4,8.4,0.555,4.7,0.66,4.3,2.9,109.0,12.6,2100418.56,2011,1,14
North Carolina State University,80.0,F,2.0,0.315,0.6,13.6,0.555,7.5,0.654,4.3,2.8,70.0,18.5,2105463.3600000003,2014,1,14
University of North Carolina at Charlotte,80.0,F,0.0,0.0,0.0,10.2,0.586,6.0,0.753,5.7,4.3,112.0,16.3,2109030.0,1984,1,12
Eastern Michigan University,79.0,G-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111571.0,1984,3,40
"California State University, Fresno",82.0,C,0.0,0.33299999999999996,0.0,11.0,0.5770000000000001,6.4,0.648,4.6,3.0,124.0,15.7,2112990.16,2002,1,12
"University of California, Los Angeles",82.0,F,1.7,0.466,0.8,10.9,0.617,6.7,0.679,3.0,2.1,35.0,16.3,2121664.56,2017,1,18
University of North Carolina,76.0,G,1.8,0.366,0.7,5.6,0.446,2.5,0.693,2.2,1.5,73.0,7.2,2141782.5599999996,2012,1,13
University of North Carolina,82.0,F,0.0,0.0,0.0,6.3,0.5479999999999999,3.4,0.623,3.7,2.3,61.0,9.2,2143701.72,2010,1,13
Murray State University,75.0,G,6.3,0.359,2.3,14.6,0.43200000000000005,6.3,0.7809999999999999,4.7,3.7,69.0,18.5,2144832.7199999997,2015,1,14
Duke University,75.0,G,5.9,0.426,2.5,10.1,0.451,4.6,0.862,3.3,2.8,136.0,14.5,2148585.48,1999,1,11
University of North Carolina,81.0,F,0.1,0.0,0.0,11.2,0.513,5.7,0.7170000000000001,6.0,4.3,77.0,15.8,2152023.12,2005,1,13
University of Kansas,80.0,F,0.2,0.188,0.0,8.0,0.555,4.4,0.591,2.5,1.5,71.0,10.4,2165254.2,2007,1,13
University of North Carolina,81.0,F,0.3,0.316,0.1,12.3,0.536,6.6,0.7909999999999999,8.7,6.9,142.0,20.2,2167780.56,2009,1,13
University of Louisville,84.0,C,0.0,0.0,0.0,4.9,0.628,3.1,0.6759999999999999,3.9,2.6,134.0,8.7,2167820.0,1990,1,6
Gonzaga University,84.0,C-F,0.7,0.33299999999999996,0.2,5.6,0.594,3.3,0.7090000000000001,2.8,2.0,101.0,8.9,2173077.8400000003,2013,1,13
University of Kansas,78.0,G-F,4.3,0.435,1.9,10.9,0.449,4.9,0.733,2.5,1.8,109.0,13.6,2178782.76,2008,1,13
"University of California, Los Angeles",78.0,F-G,0.0,0.0,0.0,12.5,0.514,6.4,0.75,2.8,2.1,90.0,15.0,2185260.0,1984,1,11
University of Kansas,82.0,F,0.5,0.359,0.2,10.7,0.562,6.0,0.624,4.0,2.5,142.0,14.8,2203223.04,2003,1,12
"University of California, Los Angeles",82.0,F-C,0.4,0.22699999999999998,0.1,9.8,0.495,4.9,0.614,3.5,2.2,62.0,12.0,2204635.68,2000,1,11
University of New Mexico,76.0,G,4.8,0.342,1.6,13.0,0.449,5.8,0.731,3.4,2.5,126.0,15.8,2210000.0,1988,1,3
University of Kansas,82.0,F,0.9,0.40399999999999997,0.3,5.7,0.5529999999999999,3.1,0.653,2.9,1.9,109.0,8.5,2210872.3200000003,2011,1,13
Michigan State University,78.0,G,4.5,0.408,1.8,9.1,0.442,4.0,0.779,2.0,1.5,144.0,11.4,2215639.8000000003,2016,1,14
"University of California, Los Angeles",77.0,G,3.5,0.375,1.3,7.8,0.441,3.4,0.691,1.8,1.3,37.0,9.4,2216195.52,2014,1,13
University of Tennessee,79.0,F,0.0,0.0,0.0,18.1,0.59,10.7,0.7190000000000001,6.2,4.5,76.0,25.8,2220834.0,1984,1,7
University of Memphis,79.0,G-F,6.2,0.34600000000000003,2.2,15.2,0.456,6.9,0.7170000000000001,5.5,4.0,66.0,20.0,2226760.0,1993,1,3
Okaloosa-Walton Community College,79.0,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2228465.5200000005,2001,1,11
University of Michigan,82.0,F,2.0,0.363,0.7,5.3,0.525,2.8,0.8170000000000001,1.0,0.8,69.0,7.1,2233251.8400000003,2017,1,17
Villanova University,77.0,G,5.8,0.39399999999999996,2.3,14.1,0.478,6.7,0.7190000000000001,3.7,2.6,122.0,18.4,2234688.0,1996,1,8
University of Arkansas,75.0,G,0.0,0.0,0.0,10.0,0.606,6.1,0.782,6.2,4.8,122.0,16.9,2246244.0,1984,1,5
