college_x,height_x,position_x,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg,salary,season,draft_round,draft_pick
University of Connecticut,77.0,G-F,4.5,0.348,1.6,11.0,0.48200000000000004,5.3,0.8059999999999999,2.4,1.9,75.0,14.1,2254543.1999999997,2012,1,12
University of Kansas,78.0,G,4.6,0.418,1.9,9.8,0.45799999999999996,4.5,0.7829999999999999,3.2,2.5,36.0,13.4,2256563.4,2010,1,12
University of Kentucky,78.0,G,3.7,0.41100000000000003,1.5,7.6,0.47,3.6,0.828,1.7,1.4,38.0,10.0,2257638.2399999998,2015,1,13
Temple University,78.0,G-F,4.4,0.35,1.5,13.4,0.45799999999999996,6.1,0.614,3.5,2.2,92.0,16.0,2259400.0000000005,1994,1,10
University of Arizona,75.0,G,3.8,0.38,1.5,10.5,0.479,5.0,0.763,4.6,3.5,128.0,15.0,2259400.0000000005,1994,1,12
Indiana University,83.0,F,1.7,0.325,0.6,11.2,0.45,5.0,0.643,5.8,3.8,70.0,14.4,2261596.56,2002,1,11
University of Arizona,74.0,G,4.0,0.374,1.5,8.6,0.44299999999999995,3.8,0.784,2.9,2.3,129.0,11.3,2263605.7199999997,1999,1,10
University of Connecticut,83.0,F-C,0.0,0.33299999999999996,0.0,3.1,0.563,1.7,0.578,2.1,1.2,131.0,4.7,2273133.6,2006,1,12
University of Michigan,81.0,F,0.1,0.091,0.0,12.1,0.51,6.2,0.688,4.2,2.9,100.0,15.3,2275042.0000000005,1994,1,5
University of Arizona,70.0,G,5.5,0.402,2.2,10.9,0.457,5.0,0.804,3.5,2.8,123.0,15.0,2278430.0,1995,1,7
Georgia Institute of Technology,80.0,F,3.0,0.419,1.3,11.9,0.478,5.7,0.743,2.3,1.7,31.0,14.4,2279246.4000000004,2007,1,12
"Marshall University, University of Florida",73.0,G,4.7,0.39399999999999996,1.9,11.0,0.483,5.3,0.7929999999999999,3.0,2.4,48.0,14.9,2283440.0,1998,1,7
"University of California, Los Angeles",79.0,F-G,0.0,0.0,0.0,10.5,0.568,6.0,0.6920000000000001,3.6,2.5,115.0,14.4,2286900.0,1984,1,3
University of Pittsburgh,84.0,C,0.0,0.0,0.0,5.5,0.5710000000000001,3.1,0.44299999999999995,2.2,1.0,32.0,7.2,2287422.72,2013,1,12
Rider University,83.0,F-C,0.8,0.29100000000000004,0.2,11.8,0.526,6.2,0.667,6.0,4.0,122.0,16.7,2293440.2399999998,2008,1,12
North Carolina State University,82.0,F,4.0,0.408,1.6,10.6,0.47600000000000003,5.0,0.6679999999999999,3.0,2.0,112.0,13.7,2305000.0,1992,1,6
University of Missouri,75.0,G,3.4,0.33799999999999997,1.1,9.2,0.41100000000000003,3.8,0.733,4.7,3.4,59.0,12.1,2320631.04,2000,1,10
University of Colorado,78.0,G,2.2,0.313,0.7,12.6,0.495,6.2,0.804,7.3,5.9,68.0,19.0,2327270.4000000004,2011,1,12
University of North Carolina,81.0,C-F,0.0,0.0,0.0,15.2,0.516,7.8,0.7070000000000001,5.4,3.8,31.0,19.5,2345343.0,1984,1,2
University of Arkansas,79.0,G-F,2.9,0.406,1.2,12.2,0.466,5.7,0.753,3.2,2.4,53.0,15.0,2345688.72,2001,1,10
Creighton University,83.0,C,0.4,0.5329999999999999,0.2,8.5,0.6759999999999999,5.7,0.517,2.5,1.3,35.0,12.9,2350864.08,2017,1,16
University of Maryland,80.0,F-G,4.1,0.359,1.5,11.9,0.466,5.6,0.762,4.8,3.7,105.0,16.2,2351100.0,1992,1,7
University of Illinois at Urbana-Champaign,85.0,C-F,0.2,0.083,0.0,5.4,0.5670000000000001,3.0,0.7290000000000001,2.2,1.6,65.0,7.7,2373196.32,2012,1,11
University of Kansas,83.0,C,0.0,0.0,0.0,6.1,0.574,3.5,0.7290000000000001,3.2,2.3,111.0,9.4,2375322.84,2010,1,11
University of Kentucky,82.0,F,0.8,0.138,0.1,6.7,0.488,3.3,0.735,2.8,2.1,36.0,8.7,2376427.8,2015,1,12
University of Connecticut,79.0,F,1.9,0.364,0.7,13.8,0.465,6.4,0.768,5.9,4.5,63.0,18.0,2380538.4000000004,2002,1,10
"University of Nevada, Las Vegas",79.0,F,2.3,0.299,0.7,14.4,0.529,7.6,0.73,3.8,2.8,29.0,18.7,2382879.12,1999,1,9
University of Oklahoma,81.0,F-C,0.0,0.0,0.0,17.9,0.578,10.4,0.6609999999999999,7.4,4.9,104.0,25.6,2386566.0,1985,1,2
Duke University,76.0,G,8.1,0.406,3.3,13.7,0.433,5.9,0.912,5.2,4.8,139.0,19.9,2392885.92,2006,1,11
Colgate University,82.0,C,0.1,0.1,0.0,15.0,0.547,8.2,0.491,8.2,4.0,87.0,20.4,2393495.0,1997,1,8
United States Naval Academy,85.0,C,0.0,1.0,0.0,13.3,0.613,8.1,0.627,7.6,4.8,127.0,21.0,2396386.0,1987,1,1
Texas A&M University,75.0,G,2.6,0.35700000000000004,0.9,10.6,0.466,5.0,0.76,3.7,2.8,122.0,13.7,2399214.6,2007,1,11
University of Louisville,78.0,F,4.4,0.32,1.4,10.3,0.4,4.1,0.589,2.6,1.5,140.0,11.2,2402006.6399999997,2009,1,11
Syracuse University,78.0,G,2.1,0.307,0.6,6.8,0.39799999999999996,2.7,0.679,3.2,2.2,66.0,8.2,2407806.48,2013,1,11
University of Arizona,75.0,G,4.8,0.40700000000000003,2.0,12.6,0.45799999999999996,5.8,0.8390000000000001,7.4,6.2,30.0,19.7,2414201.1599999997,2008,1,11
University of Memphis,83.0,F-C,0.0,0.0,0.0,11.5,0.551,6.3,0.635,5.3,3.4,64.0,16.0,2439040.0,1996,1,7
"Western Carolina University, University of Georgia",79.0,F,5.1,0.369,1.9,15.0,0.457,6.8,0.772,3.1,2.4,84.0,18.0,2441268.96,2003,1,10
University of Minnesota,85.0,C,0.0,0.0,0.0,6.9,0.591,4.1,0.521,3.3,1.7,49.0,9.9,2442779.04,2000,1,9
University of Arkansas,78.0,G-F,4.6,0.384,1.8,13.7,0.479,6.6,0.747,5.3,3.9,127.0,18.9,2443300.0,1992,1,8
Washington State University,79.0,G-F,6.3,0.39,2.5,14.4,0.424,6.1,0.8270000000000001,3.9,3.2,98.0,17.9,2449751.0400000005,2011,1,11
Creighton University,80.0,F,4.1,0.45799999999999996,1.9,14.3,0.55,7.9,0.831,4.9,4.1,145.0,21.7,2455640.8800000004,2014,1,11
University of North Carolina at Charlotte,81.0,F,3.4,0.34700000000000003,1.2,13.8,0.48700000000000004,6.7,0.713,5.7,4.1,28.0,18.7,2469210.4800000004,2001,1,9
University of North Carolina,80.0,G-F,4.2,0.34,1.4,11.5,0.46,5.3,0.7120000000000001,2.8,2.0,118.0,14.0,2474375.7600000002,2017,1,15
University of Texas-Pan American,81.0,F-C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2482552.8,2004,1,10
University of Michigan,80.0,F,0.0,0.0,0.0,9.6,0.5660000000000001,5.5,0.545,4.4,2.4,91.0,13.3,2486760.0,1998,1,6
Oklahoma State University,84.0,C,0.1,0.125,0.0,11.0,0.585,6.4,0.648,7.0,4.5,136.0,17.4,2496956.0,1995,1,6
Duke University,76.0,G,4.7,0.365,1.7,11.8,0.433,5.1,0.6579999999999999,5.4,3.6,34.0,15.5,2498009.76,2012,1,10
"California State University, Fresno",81.0,F,4.9,0.396,1.9,11.4,0.447,5.1,0.8029999999999999,4.2,3.4,63.0,15.5,2500248.12,2010,1,10
University of Texas at Austin,83.0,C-F,1.8,0.27399999999999997,0.5,7.6,0.455,3.4,0.8390000000000001,3.3,2.8,34.0,10.1,2501583.36,2015,1,11
University of Washington,85.0,C-F,0.1,0.33299999999999996,0.0,11.7,0.532,6.2,0.755,3.2,2.4,31.0,14.9,2525607.0,2007,1,10
University of North Carolina,82.0,F-C,0.1,0.25,0.0,8.6,0.635,5.5,0.621,3.4,2.1,69.0,13.0,2529142.0,1995,1,4
University of Minnesota,82.0,F-C,0.0,0.0,0.0,11.5,0.5529999999999999,6.4,0.773,3.2,2.5,112.0,15.2,2541000.0,1984,1,3
Stanford University,84.0,C,0.4,0.14300000000000002,0.1,12.7,0.48,6.1,0.764,4.9,3.7,53.0,16.0,2541356.1599999997,2008,1,10
University of North Carolina,81.0,F,0.0,0.0,0.0,10.1,0.601,6.1,0.6679999999999999,6.0,4.0,96.0,16.2,2548800.0,1989,1,5
Georgetown University,80.0,F,0.0,0.0,0.0,11.6,0.544,6.3,0.727,7.7,5.6,96.0,18.2,2569756.8,2003,1,9
Brigham Young University,74.0,G,5.4,0.39399999999999996,2.1,13.3,0.455,6.0,0.882,5.1,4.5,139.0,18.7,2578590.72,2011,1,10
Gonzaga University,83.0,F-C,0.2,0.35700000000000004,0.1,8.2,0.632,5.2,0.7290000000000001,4.2,3.1,74.0,13.5,2584171.8000000003,2016,1,11
Villanova University,82.0,F,4.4,0.336,1.5,13.0,0.45,5.8,0.7959999999999999,4.8,3.8,32.0,16.9,2584398.2399999998,1997,1,7
University of Louisiana at Lafayette,76.0,G,1.1,0.268,0.3,10.3,0.485,5.0,0.611,6.5,3.9,100.0,14.3,2584871.52,2014,1,10
Pepperdine University,78.0,G-F,2.7,0.297,0.8,11.7,0.473,5.6,0.747,5.5,4.1,87.0,16.0,2586550.0,1993,1,17
University of Utah,75.0,G,1.5,0.294,0.4,8.6,0.513,4.4,0.6759999999999999,4.2,2.9,134.0,12.1,2592393.48,1999,1,8
University of Kentucky,82.0,C-F,0.0,0.0,0.0,7.5,0.599,4.5,0.653,6.2,4.1,38.0,13.0,2604916.56,2017,1,14
University of Arizona,78.0,G-F,1.9,0.27399999999999997,0.5,7.8,0.424,3.3,0.738,3.3,2.5,62.0,9.6,2613265.2,2004,1,9
University of Connecticut,83.0,C,0.1,0.0,0.0,8.6,0.5379999999999999,4.6,0.295,2.6,0.8,34.0,10.0,2629653.1199999996,2012,1,9
Butler University,80.0,F-G,4.6,0.369,1.7,9.2,0.47,4.3,0.8240000000000001,4.9,4.1,69.0,14.4,2632009.44,2010,1,9
Duke University,79.0,F,2.8,0.418,1.2,9.1,0.486,4.4,0.6409999999999999,4.0,2.6,39.0,12.6,2633104.92,2015,1,10
Arizona State University,80.0,F,1.2,0.387,0.5,11.9,0.5710000000000001,6.8,0.7859999999999999,9.4,7.4,91.0,21.4,2642264.64,2005,1,9
Virginia Polytechnic Institute and State University,75.0,G,5.3,0.363,1.9,11.7,0.401,4.7,0.845,6.3,5.3,136.0,16.6,2647500.0000000005,2016,0,0
Bradley University,84.0,C,0.0,0.0,0.0,8.4,0.5539999999999999,4.6,0.687,3.4,2.4,52.0,11.6,2651371.92,2006,1,9
University of Michigan,77.0,G,5.9,0.327,1.9,15.0,0.41200000000000003,6.2,0.784,3.0,2.4,17.0,16.6,2657578.56,2000,1,8
University of Florida,83.0,C,0.0,0.5,0.0,6.2,0.616,3.8,0.684,4.2,2.9,108.0,10.5,2658573.0,2007,1,9
University of Southern California,79.0,G-F,1.0,0.16699999999999998,0.2,10.5,0.523,5.5,0.6459999999999999,4.2,2.7,35.0,13.9,2661558.2399999998,2009,1,9
University of Michigan,73.0,G,5.0,0.36700000000000005,1.8,13.3,0.45,6.0,0.777,4.0,3.1,73.0,16.9,2668003.4400000004,2013,1,9
University of Kentucky,80.0,F,1.5,0.252,0.4,10.4,0.449,4.7,0.66,2.9,1.9,69.0,11.7,2669760.0,1996,1,6
University of Texas at Austin,72.0,G,4.1,0.402,1.6,12.2,0.44299999999999995,5.4,0.8079999999999999,5.5,4.4,73.0,16.9,2675050.5599999996,2008,1,9
University of Massachusetts Amherst,79.0,F-G,0.0,0.0,0.0,20.7,0.48700000000000004,10.1,0.7390000000000001,8.4,6.2,52.0,26.3,2678214.0,1984,1,12
University of Connecticut,73.0,G,3.5,0.326,1.1,12.2,0.428,5.2,0.7829999999999999,5.8,4.5,111.0,16.1,2714480.64,2011,1,9
Indiana University,82.0,F,1.1,0.485,0.5,7.2,0.523,3.8,0.716,4.5,3.2,30.0,11.3,2721087.6,2014,1,9
University of Maryland,82.0,F,0.0,0.0,0.0,6.2,0.52,3.2,0.589,2.6,1.5,70.0,7.9,2726133.3600000003,2002,1,8
University of Houston,75.0,G,0.0,0.0,0.0,18.5,0.547,10.1,0.7120000000000001,5.8,4.1,116.0,24.4,2731575.0,1984,1,2
University of Louisville,75.0,G,4.6,0.32899999999999996,1.5,9.8,0.418,4.1,0.7879999999999999,2.5,2.0,65.0,11.7,2741858.88,2017,1,13
University of North Carolina,78.0,G-F,2.6,0.368,1.0,8.5,0.547,4.7,0.705,2.8,2.0,103.0,12.3,2752640.0,1998,1,5
University of Wisconsin,84.0,F-C,1.9,0.369,0.7,7.0,0.522,3.7,0.763,2.7,2.1,144.0,10.1,2771862.5,2015,1,9
University of Texas at Austin,72.0,G,1.5,0.228,0.3,10.5,0.406,4.3,0.8009999999999999,5.0,4.0,66.0,12.9,2795741.28,2003,1,8
University of Oklahoma,83.0,F-C,0.0,0.0,0.0,12.9,0.516,6.6,0.69,6.3,4.3,114.0,17.6,2824920.0,1989,1,6
University of Connecticut,78.0,G-F,6.1,0.37799999999999995,2.3,15.7,0.426,6.7,0.826,4.9,4.0,103.0,19.8,2829645.84,1999,1,7
University of Kentucky,79.0,G-F,2.8,0.344,0.9,11.0,0.483,5.3,0.782,2.2,1.8,76.0,13.3,2831080.32,1997,1,6
Brigham Young University,83.0,C,0.7,0.268,0.2,10.4,0.5670000000000001,5.9,0.691,4.5,3.1,62.0,15.1,2842912.8,2004,1,8
University of Washington,79.0,F-G,4.6,0.364,1.7,10.1,0.45299999999999996,4.6,0.764,1.8,1.4,69.0,12.3,2860665.1199999996,2012,1,8
Wake Forest University,81.0,F,1.7,0.23800000000000002,0.4,10.6,0.47600000000000003,5.0,0.687,5.7,3.9,62.0,14.4,2863228.44,2010,1,8
University of Utah,84.0,C,0.0,0.0,0.0,7.7,0.6579999999999999,5.1,0.605,5.2,3.1,70.0,13.3,2863493.6400000006,2016,1,9
University of Michigan,81.0,F-C,1.9,0.306,0.6,12.4,0.589,7.3,0.53,4.2,2.2,70.0,17.4,2864000.0,1993,1,1
University of Arizona,83.0,C-F,0.2,0.261,0.0,9.5,0.562,5.3,0.759,3.7,2.8,133.0,13.5,2874467.52,2005,1,8
University of Missouri,82.0,F,0.2,0.174,0.0,13.7,0.51,7.0,0.747,4.0,3.0,128.0,17.1,2883000.0,1991,1,6
University of Connecticut,80.0,F,2.3,0.37799999999999995,0.9,10.8,0.461,5.0,0.721,3.8,2.8,64.0,13.6,2883584.94,2006,1,8
Duke University,78.0,G,5.1,0.38299999999999995,2.0,11.2,0.461,5.2,0.867,3.9,3.4,73.0,15.7,2886206.88,2017,1,12
University of North Carolina,82.0,F-C,0.0,0.0,0.0,9.5,0.6459999999999999,6.2,0.5670000000000001,4.2,2.4,37.0,14.7,2892234.6,2007,1,8
Duke University,72.0,G,4.7,0.405,1.9,8.9,0.41,3.7,0.7759999999999999,4.1,3.2,140.0,12.4,2892640.0,1993,1,7
University of Maryland,80.0,F,0.0,0.25,0.0,9.7,0.499,4.8,0.614,3.2,2.0,113.0,11.6,2892640.0,1993,2,31
University of Arizona,82.0,C-F,0.0,0.0,0.0,8.8,0.578,5.1,0.636,3.6,2.3,97.0,12.5,2895504.48,2009,1,8
Syracuse University,80.0,F-G,1.5,0.325,0.5,13.6,0.505,6.9,0.682,5.4,3.7,103.0,17.9,2900298.0,1991,1,3
University of Texas at Austin,84.0,C,0.3,0.3,0.1,10.4,0.49700000000000005,5.2,0.684,6.1,4.2,96.0,14.6,2900788.8,2000,1,7
University of Georgia,77.0,G,6.9,0.33899999999999997,2.3,12.7,0.415,5.3,0.752,3.9,2.9,64.0,15.8,2902469.52,2013,1,8
West Virginia University,80.0,F,2.1,0.295,0.6,10.0,0.447,4.5,0.765,3.3,2.5,82.0,12.1,2910178.32,2008,1,8
Illinois Wesleyan University,83.0,C-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2919609.0,1984,1,8
University of North Carolina,81.0,F-C,0.0,0.0,0.0,9.3,0.586,5.5,0.665,3.9,2.6,119.0,13.5,2922150.0,1984,1,13
Seton Hall University,82.0,F-C,4.3,0.32,1.4,16.0,0.429,6.9,0.7340000000000001,3.6,2.7,30.0,17.8,2932154.6400000006,2001,1,7
University of Connecticut,77.0,G,5.1,0.44799999999999995,2.3,14.3,0.48700000000000004,7.0,0.779,3.5,2.8,101.0,19.0,2941680.0000000005,1996,1,5
University of Kentucky,75.0,G,6.1,0.377,2.3,13.5,0.423,5.7,0.795,4.5,3.6,38.0,17.3,2952944.64,2011,1,8
University of Michigan,78.0,G,5.2,0.441,2.3,9.2,0.467,4.3,0.8320000000000001,3.9,3.2,75.0,14.1,2960015.52,2014,1,8
University of Arizona,79.0,F,3.1,0.371,1.1,10.3,0.446,4.6,0.742,4.7,3.5,38.0,13.8,3015319.56,2015,1,8
"Indiana University, Georgetown University",80.0,F,0.7,0.36,0.3,3.1,0.518,1.6,0.584,1.6,0.9,127.0,4.3,3022500.0,1985,1,1
University of North Carolina,80.0,F,0.3,0.29600000000000004,0.1,13.1,0.5770000000000001,7.6,0.617,6.1,3.8,104.0,19.0,3034160.0,1998,1,4
University of Kentucky,75.0,G,6.9,0.397,2.7,14.7,0.45,6.6,0.8220000000000001,4.7,3.9,38.0,19.8,3038086.08,2017,1,11
University of Illinois at Urbana-Champaign,77.0,G,1.9,0.374,0.7,8.9,0.501,4.5,0.755,3.2,2.4,117.0,12.0,3038999.9999999995,1990,1,5
University of Kansas,76.0,G,3.9,0.43,1.7,8.8,0.493,4.4,0.7759999999999999,2.6,2.0,141.0,12.4,3051544.32,2003,1,7
University of New Mexico,86.0,C,0.0,0.0,0.0,9.0,0.586,5.3,0.735,3.9,2.9,132.0,13.4,3055980.0,1991,1,7
Miami University,79.0,F,4.5,0.431,1.9,12.5,0.512,6.4,0.809,3.5,2.9,105.0,17.6,3099629.04,1999,1,6
Duke University,81.0,F,3.0,0.36,1.1,11.9,0.47600000000000003,5.7,0.71,3.7,2.6,37.0,15.1,3103191.0,2004,1,7
University of Washington,82.0,F,1.8,0.35,0.6,9.9,0.53,5.3,0.682,3.8,2.6,34.0,13.7,3114984.9600000004,2016,1,8
Texas Tech University,83.0,C-F,0.4,0.278,0.1,7.7,0.545,4.2,0.649,3.3,2.1,87.0,10.7,3116954.88,1997,1,5
University of North Carolina,80.0,F,4.4,0.349,1.5,13.6,0.43,5.8,0.7340000000000001,4.3,3.1,75.0,16.3,3122612.6399999997,2012,1,7
Georgetown University,83.0,C-F,0.5,0.273,0.1,9.8,0.5429999999999999,5.3,0.677,5.5,3.7,65.0,14.5,3125410.68,2010,1,7
University of Connecticut,83.0,F,1.0,0.39299999999999996,0.4,8.3,0.518,4.3,0.6809999999999999,3.2,2.2,63.0,11.2,3137609.52,2005,1,7
Villanova University,76.0,G,4.9,0.32899999999999996,1.6,13.1,0.39899999999999997,5.2,0.7809999999999999,3.8,3.0,131.0,15.0,3148436.64,2006,1,7
University of Florida,81.0,F-G,2.6,0.35600000000000004,0.9,8.2,0.48,4.0,0.708,3.6,2.5,108.0,11.3,3156971.4000000004,2007,1,7
Georgia Institute of Technology,74.0,G,6.6,0.37,2.4,14.3,0.457,6.5,0.738,4.6,3.4,36.0,18.9,3159216.0000000005,1996,1,4
Davidson College,75.0,G,9.7,0.41200000000000003,4.0,17.9,0.467,8.4,0.8759999999999999,5.3,4.6,104.0,25.3,3160512.96,2009,1,7
Georgia Institute of Technology,80.0,F,8.4,0.42200000000000004,3.5,16.6,0.452,7.5,0.777,3.6,2.8,99.0,21.4,3160559.9999999995,1990,1,4
University of Kansas,77.0,G,4.7,0.42,2.0,10.8,0.495,5.4,0.87,3.7,3.2,37.0,15.9,3168180.24,2013,1,7
Indiana University,76.0,G,6.5,0.337,2.2,13.3,0.433,5.8,0.8340000000000001,8.7,7.2,32.0,20.9,3176695.1999999997,2008,1,7
University of Cincinnati,81.0,F,4.4,0.371,1.6,9.2,0.478,4.4,0.737,3.0,2.2,32.0,12.6,3177657.6,2000,1,6
Gonzaga University,84.0,C-F,0.5,0.47600000000000003,0.3,5.3,0.652,3.5,0.743,3.8,2.8,39.0,10.0,3197873.04,2017,1,10
Duke University,80.0,F,4.1,0.41600000000000004,1.7,8.9,0.5,4.5,0.777,3.8,3.0,146.0,13.6,3212090.6400000006,2001,1,6
University of Kentucky,81.0,F-C,0.5,0.16699999999999998,0.1,9.8,0.501,4.9,0.706,7.2,5.1,40.0,15.0,3231154.08,2014,1,7
University of Georgia,83.0,F-C,0.3,0.41700000000000004,0.1,10.0,0.499,5.0,0.763,5.9,4.5,123.0,14.5,3241599.9999999995,1990,1,12
University of Memphis,74.0,G,5.8,0.317,1.8,18.0,0.41,7.4,0.722,6.4,4.6,36.0,21.2,3259755.12,2002,1,6
University of Virginia,88.0,C-F,0.0,0.0,0.0,12.0,0.568,6.8,0.657,4.9,3.2,132.0,16.9,3303300.0,1984,1,1
Central Michigan University,84.0,C,0.0,0.0,0.0,8.8,0.608,5.4,0.713,6.0,4.3,83.0,15.1,3342861.5999999996,2003,1,6
University of Kansas,83.0,F-C,0.3,0.371,0.1,11.3,0.555,6.3,0.7120000000000001,4.3,3.1,131.0,15.8,3362600.0,1998,1,3
Louisiana State University,73.0,G,7.2,0.37200000000000005,2.7,21.9,0.474,10.4,0.863,6.4,5.5,64.0,29.0,3363159.9999999995,1990,1,3
University of North Carolina,78.0,G-F,1.6,0.355,0.6,10.3,0.496,5.1,0.72,6.7,4.9,69.0,15.7,3365978.0,1995,1,3
Georgia Institute of Technology,78.0,G,3.3,0.34600000000000003,1.1,8.4,0.435,3.6,0.611,2.4,1.5,87.0,9.9,3398400.0,1989,1,4
Stanford University,80.0,G-F,3.6,0.335,1.2,10.2,0.43799999999999994,4.5,0.755,2.8,2.2,86.0,12.3,3399341.4,2004,1,6
University of Kentucky,76.0,G,7.7,0.408,3.1,14.9,0.45399999999999996,6.8,0.7829999999999999,4.2,3.3,36.0,20.0,3400279.5600000005,2016,1,7
Oregon State University,76.0,G,4.0,0.369,1.5,14.3,0.485,6.9,0.684,4.1,2.8,120.0,18.1,3413809.9999999995,1990,1,2
Weber State University,75.0,G,6.1,0.39,2.4,12.6,0.446,5.6,0.867,5.8,5.0,104.0,18.6,3420584.6399999997,2012,1,6
"University of Michigan, Baylor University",82.0,C-F,0.4,0.289,0.1,7.0,0.47200000000000003,3.3,0.649,2.5,1.6,103.0,8.4,3423649.68,2010,1,6
"University of California, Los Angeles",83.0,C-F,0.0,0.0,0.0,13.2,0.6509999999999999,8.6,0.642,4.9,3.1,87.0,20.3,3430350.0,1984,1,1
Bowling Green State University,76.0,G,1.9,0.396,0.8,11.4,0.515,5.9,0.758,4.8,3.6,111.0,16.1,3442021.92,1997,1,4
University of Washington,78.0,G,1.5,0.344,0.5,10.1,0.512,5.2,0.765,4.5,3.5,103.0,14.3,3448897.68,2006,1,6
Syracuse University,72.0,G,4.2,0.33299999999999996,1.4,12.2,0.46,5.6,0.782,5.1,4.0,73.0,16.6,3462180.48,2009,1,6
University of Kentucky,83.0,C-F,0.0,0.0,0.0,6.9,0.59,4.1,0.529,4.3,2.3,24.0,10.5,3470518.08,2013,1,6
University of California,79.0,F,3.3,0.337,1.1,15.0,0.489,7.3,0.713,4.8,3.4,88.0,19.2,3476000.0000000005,1994,1,7
University of Florida,80.0,F-G,3.5,0.345,1.2,9.2,0.483,4.5,0.718,4.4,3.1,65.0,13.3,3498680.64,2000,1,5
University of Notre Dame,80.0,F,0.3,0.455,0.2,10.5,0.5770000000000001,6.1,0.675,4.8,3.3,97.0,15.5,3503600.0,1992,1,5
Clemson University,83.0,F-C,0.1,0.0,0.0,10.3,0.531,5.4,0.632,5.3,3.3,92.0,14.2,3510760.0000000005,1994,1,6
Georgia Institute of Technology,72.0,G,4.6,0.374,1.7,18.2,0.473,8.6,0.787,5.1,4.0,65.0,23.0,3513416.0,1991,1,2
Michigan State University,78.0,G,2.1,0.38299999999999995,0.8,7.4,0.503,3.7,0.649,2.1,1.4,70.0,9.6,3536291.5200000005,2001,1,5
Oklahoma State University,76.0,G,4.6,0.295,1.4,11.9,0.413,4.9,0.7509999999999999,7.3,5.5,64.0,16.6,3539418.9600000004,2014,1,6
"University of Nevada, Las Vegas",77.0,G,6.2,0.401,2.5,17.6,0.504,8.9,0.805,5.9,4.7,55.0,24.9,3580000.0,1993,1,5
Indiana University,79.0,G-F,2.6,0.43799999999999994,1.1,13.8,0.5589999999999999,7.7,0.79,4.1,3.3,132.0,19.8,3580000.0,1993,1,6
Ohio State University,78.0,G,2.3,0.376,0.9,14.7,0.503,7.4,0.784,4.5,3.6,93.0,19.2,3580000.0,1993,1,4
University of California,81.0,F,0.8,0.381,0.3,14.2,0.518,7.4,0.6829999999999999,8.9,6.1,28.0,21.1,3602528.0000000005,1996,1,3
University of Kentucky,84.0,F-C,0.0,0.0,0.0,5.6,0.593,3.3,0.508,2.8,1.4,105.0,8.0,3605575.0799999996,2015,1,6
University of Kentucky,80.0,F,4.0,0.376,1.5,13.3,0.516,6.9,0.6970000000000001,5.1,3.5,98.0,18.8,3639070.0,1993,1,4
University of Kansas,82.0,F-C,0.4,0.345,0.1,13.9,0.593,8.3,0.74,4.7,3.5,147.0,20.1,3646500.0,1988,1,1
University of Connecticut,81.0,F,2.7,0.306,0.8,13.5,0.48700000000000004,6.6,0.77,5.4,4.1,91.0,18.1,3649800.0000000005,1994,1,4
Marquette University,76.0,G,1.5,0.33299999999999996,0.5,14.8,0.494,7.3,0.745,6.2,4.6,65.0,19.7,3680414.4,2003,1,5
"Indiana University, Ohio State University",81.0,F,0.1,0.3,0.0,11.2,0.5379999999999999,6.0,0.613,4.0,2.5,86.0,14.5,3698400.0,1999,2,51
University of Oklahoma,76.0,G,6.8,0.39,2.6,13.2,0.44799999999999995,5.9,0.836,3.4,2.8,132.0,17.4,3724714.8000000007,2016,1,6
Georgetown University,72.0,G,5.8,0.314,1.8,17.5,0.44,7.7,0.6829999999999999,8.5,5.8,67.0,23.0,3736016.0000000005,1996,1,1
University of Wisconsin,75.0,G,5.2,0.375,1.9,10.2,0.447,4.6,0.778,4.8,3.8,96.0,14.8,3742666.2,2004,1,5
University of Alabama,81.0,F-C,0.0,0.0,0.0,10.1,0.5329999999999999,5.4,0.625,3.3,2.0,59.0,12.8,3748822.0,1995,1,2
University of Arizona,73.0,G,5.3,0.39,2.1,11.4,0.456,5.2,0.73,3.9,2.9,69.0,15.4,3753600.0,1998,1,2
University of Kentucky,75.0,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3757510.0,1991,1,1
University of Kansas,82.0,F,0.1,0.5,0.1,7.2,0.525,3.8,0.606,3.6,2.2,105.0,9.8,3766098.2399999998,2012,1,5
University of Rhode Island,82.0,F,3.1,0.33,1.0,13.2,0.48200000000000004,6.3,0.687,5.7,3.9,32.0,17.6,3768484.6799999997,1999,1,4
University of Kentucky,83.0,C-F,0.2,0.16699999999999998,0.0,9.7,0.5579999999999999,5.4,0.604,7.1,4.3,38.0,15.1,3769472.88,2010,1,5
University of North Carolina,73.0,G,4.6,0.375,1.7,9.7,0.423,4.1,0.731,3.5,2.6,101.0,12.5,3784141.44,2005,1,5
Duke University,81.0,F,0.1,0.33299999999999996,0.0,8.6,0.5720000000000001,4.9,0.6940000000000001,5.7,4.0,139.0,13.9,3797352.24,2006,1,5
